src_ip,dst_ip,src_port,dst_port,protocol,flow_duration,fwd_packets,bwd_packets,fwd_bytes,bwd_bytes,flow_bytes_per_sec,flow_packets_per_sec,flow_iat_mean,flow_iat_std,fin_count,syn_count,rst_count,psh_count,ack_count,urg_count,packet_length_mean,packet_length_std,label
192.168.182.220,10.0.122.94,52680,995,ICMP,700.0055008933767,51,29,66500,37814,149018.8289475869,114.28481618773081,8.75006876116721,3.6382516351656813,1,2,1,4,51,0,1303.925,260.7873577540683,BENIGN
192.168.135.172,10.0.181.71,3179,21,TCP,169.6411957787796,61,53,5062,4398,55764.75664753214,672.0065811647636,1.4880806647261369,0.7052285204940835,0,0,0,2,61,0,82.98245614035088,16.599315066400433,BENIGN
192.168.181.167,10.0.78.184,63899,22,UDP,118.8880205927555,18,17,1862,1758,30448.82051153089,294.3946734540279,3.3968005883644428,1.6896748276438005,0,2,1,3,18,0,103.42857142857143,20.68954555372925,BENIGN
192.168.38.85,10.0.152.24,7931,5900,UDP,8.472251735032465,8078,0,10035977,0,1184570208.0004995,953465.5310816311,0.0005121717127661962,0.00019572389828379026,0,8078,1,1,8063,0,1242.3838821490467,248.93904380437266,DDoS
192.168.211.124,10.0.106.193,46520,443,TCP,506.75979343570754,87,37,14429,6136,40581.35682109728,244.69186704673294,4.086772527707319,1.0002017649214026,1,1,1,2,87,1,165.84677419354838,33.17173247361973,BENIGN
192.168.11.64,10.0.201.126,7473,5900,UDP,636.4975340603376,75,11,103556,15188,186558.4603957688,135.11442762612106,7.4011341169806695,1.1950881720027489,0,0,1,4,75,0,1380.7441860465117,276.1512316830347,BENIGN
192.168.39.46,10.0.244.29,30653,3389,UDP,233.72651527888013,55,34,72240,44657,500144.3668490914,380.7869205331971,2.6261406211110128,1.1814498997069913,0,1,1,2,55,0,1313.4494382022472,262.6923965843471,BENIGN
192.168.153.7,10.0.230.156,35012,25,UDP,191.1914045107377,62,38,13388,8205,112939.17765423023,523.0360656427093,1.911914045107377,0.2840124794012252,1,1,1,3,62,1,215.93,43.18720313879089,BENIGN
192.168.47.228,10.0.109.216,65459,443,UDP,249.24065067465128,55,32,6168,3588,39142.892516097185,349.06023461464275,2.864835065225877,1.160210858000975,0,1,0,4,55,0,112.13793103448276,22.43051525611584,BENIGN
192.168.112.144,10.0.194.209,14559,80,ICMP,812.1557746484109,97,13,99952,13395,139563.12758973963,135.44199700804927,7.383234314985554,2.992557506183439,1,1,0,2,97,0,1030.4272727272728,206.08794535810804,BENIGN
192.168.157.133,10.0.241.202,48987,53,UDP,927.1835182295689,79,0,91777,0,98984.71898556354,85.20427557949725,11.736500230754038,4.249428603754953,0,1,1,4,79,1,1161.73417721519,232.34737710328488,BENIGN
192.168.54.240,10.0.110.12,4304,110,TCP,1.8554181279551702,8140,0,8153339,0,4394340487.006925,4387151.271918949,0.0002836409805263167,5.216445967447969e-05,0,8140,1,4,9211,1,1001.6386977886978,177.03484005733597,DDoS
192.168.122.97,10.0.80.87,10021,110,TCP,953.6789752218598,26,0,3273,0,3431.97248239491,27.262842817680312,36.67996058545614,9.422609340168348,0,0,0,1,26,0,125.88461538461539,25.17835128995867,BENIGN
192.168.4.4,10.0.103.40,24336,993,TCP,298.05769318860206,87,82,26889,25344,175244.59590764032,567.0043211837576,1.763654989281669,0.728527809867938,1,2,0,3,87,0,309.07100591715977,61.814918655559545,BENIGN
192.168.141.222,10.0.215.179,25466,5900,UDP,178.85793090288166,84,48,72600,41485,637852.6209270932,738.0159176261235,1.3549843250218307,0.42550286528176073,1,0,0,0,84,1,864.280303030303,172.85810194522176,BENIGN
192.168.122.198,10.0.191.123,14775,995,TCP,963.8538435269923,22,9,29062,11889,42486.73206525756,32.16255266105795,31.092059468612653,8.118461755539784,1,1,1,0,22,0,1321.0,264.2066268275814,BENIGN
192.168.66.100,10.0.78.16,45394,21,UDP,54.728182213200526,73,22,45313,13656,1077488.7382569886,1735.8515513984282,0.5760861285600055,0.25508273766485423,1,2,0,3,73,1,620.7263157894737,124.14604846976275,BENIGN
192.168.158.13,10.0.162.4,34715,110,UDP,798.7946791103685,19,8,23141,9743,41167.02434300574,33.80092620305179,29.584988115198833,14.403470578853899,0,0,0,4,19,0,1217.9259259259259,243.5949353788089,BENIGN
192.168.54.221,10.0.248.148,24604,21,TCP,57.529070490568905,47,38,66750,53968,2098382.591107396,1477.5138773350175,0.676812594006693,0.24946747717301257,0,2,1,2,47,1,1420.2117647058824,284.045632949804,BENIGN
192.168.47.240,10.0.146.206,58594,995,TCP,269.69906356379056,84,82,81892,79942,600053.9930006921,615.5008393669741,1.6246931539987384,0.2305816936740379,1,2,1,0,84,0,974.9036144578313,194.9823732450579,BENIGN
192.168.67.253,10.0.76.93,59055,25,UDP,211.75892072933047,44,14,4733,1506,29462.749330757444,273.89637140309856,3.6510158746436288,1.0373690560469093,0,2,1,1,44,0,107.56896551724138,21.517612949078824,BENIGN
192.168.136.221,10.0.119.53,5814,993,TCP,439.16860927304884,82,11,34344,4607,88692.58680504323,211.76376916816054,4.722243110462891,2.1189338875082058,1,2,0,3,82,0,418.8279569892473,83.76804880771407,BENIGN
192.168.232.86,10.0.241.209,37743,143,ICMP,23.841895841651098,263,91,347304,120170,19607249.48656711,14847.812537691416,0.06734998825325168,0.014420386722476936,0,0,0,4,263,0,1320.5480225988701,264.10991737363827,BruteForce
192.168.183.217,10.0.80.58,3666,80,TCP,223.86324819444587,20,17,20923,17785,172909.13230374703,165.27947440422238,6.050358059309348,1.7402275678382704,0,1,1,3,20,0,1046.162162162162,209.2376573116286,BENIGN
192.168.15.187,10.0.3.10,57806,22,TCP,5.083783842253181,3419,0,3343015,0,657584016.8920999,672530.5611114785,0.0026520845439436213,0.0010686863198914177,1,3419,0,0,2527,1,977.7756653992395,264.5837061058982,DDoS
192.168.74.107,10.0.124.198,15715,110,TCP,920.8356946036789,17,7,14111,5810,21633.609683836003,26.063281582855485,38.368153941819955,9.454346933069868,0,0,0,1,17,1,830.0416666666666,166.01551595150164,BENIGN
192.168.126.226,10.0.217.50,62236,5900,ICMP,452.74682925515185,59,4,12528,849,29546.314044887993,139.1506155960188,7.186457607224632,1.1450706107360855,0,1,1,2,59,0,212.33333333333334,42.4703324860173,BENIGN
192.168.3.127,10.0.41.188,30569,3389,ICMP,801.926354986722,62,46,76513,56768,166201.04722983798,134.67570847174392,7.425244027654833,3.400217215269284,1,1,1,1,62,0,1234.0833333333333,246.81777266799833,BENIGN
192.168.113.231,10.0.78.85,63517,53,UDP,485.7452253095908,77,68,54711,48316,212100.9011140264,298.5103969011408,3.349967071100626,0.8065177502629308,1,2,0,0,77,1,710.5310344827586,142.1078615323757,BENIGN
192.168.90.59,10.0.147.28,2119,21,UDP,707.8279023076982,51,42,62328,51329,160571.51693151597,131.38786941966606,7.611052712986002,3.6825141023154124,0,1,1,4,51,0,1222.1182795698924,244.42563572142646,BENIGN
192.168.25.68,10.0.138.67,17640,110,TCP,737.6678008877253,28,9,24467,7864,43828.67187789975,50.158079226819176,19.936967591560144,2.7050822833796717,1,0,0,4,28,1,873.8108108108108,174.7707744278098,BENIGN
192.168.63.236,10.0.192.190,23268,995,TCP,3.4145397598553906,2803,0,338782,0,99217471.11661917,820901.2625814936,0.009607740238247292,0.002255202234005815,1,2803,1,3,773,1,120.86407420620763,87.65392820621081,DDoS
192.168.90.236,10.0.140.82,44040,995,UDP,9174.326992093595,651,510,931838,0,101570.17520773514,126.54879218939396,6.383282794696337,1.2985747644367405,1,0,1,2,651,1,802.6167097329889,49.54722303215647,DataExfiltration
192.168.18.38,10.0.195.151,58847,21,UDP,407.1839468221128,70,35,104140,52070,383634.9669950121,257.86871221097414,3.8779423506867885,1.3270027886532232,1,0,0,3,70,1,1487.7142857142858,297.5454646844499,BENIGN
192.168.72.7,10.0.206.184,42358,21,ICMP,227.50065494763328,43,9,52693,11028,280091.5013394905,228.57077054116394,4.375012595146794,1.5313054840975293,1,1,0,0,43,0,1225.4038461538462,245.08448356664826,BENIGN
192.168.177.205,10.0.161.98,11368,80,UDP,866.1978256109079,5,0,5903,0,6814.840473464315,5.772353441863727,173.23956512218157,43.43039463886916,1,2,0,2,5,0,1180.6,236.1273758887568,BENIGN
192.168.93.151,10.0.6.32,39529,25,ICMP,398.82956616405363,98,42,132025,56582,472901.2490573952,351.02713509061346,2.8487826154575258,0.2940617149446352,1,1,0,3,98,1,1347.192857142857,269.4403652284778,BENIGN
192.168.30.78,10.0.251.84,43888,143,UDP,907.287835675124,91,22,27918,6749,38209.48395522559,124.5470241711279,8.029095890930302,2.0217356699258593,1,0,1,2,91,0,306.78761061946904,61.36008340624105,BENIGN
192.168.205.64,10.0.233.137,3952,25,UDP,34.88842119792445,79,51,85274,55050,4022079.3943048366,3726.1645994956584,0.26837247075326504,0.0609677124605493,1,0,0,1,79,0,1079.4153846153847,215.88504032482626,Malware
192.168.140.43,10.0.179.110,3034,25,UDP,5.437261940689353,3567,0,7133624,0,1311988290.763784,656028.7216083183,0.00018833269585727784,7.84483063135052e-05,1,3567,1,1,8626,0,1999.8945892907204,165.3982036557361,DDoS
192.168.252.12,10.0.145.48,18131,443,TCP,771.2673318746099,81,63,115316,89690,265804.07535441837,186.70569081410417,5.3560231380181245,2.410080594110506,1,2,1,4,81,0,1423.6527777777778,284.7331808389105,BENIGN
192.168.217.51,10.0.36.81,11752,993,ICMP,43.3798759086848,17,3,24260,4281,657931.8036796411,461.043273662199,2.16899379543424,0.3296361916311742,0,1,0,0,17,0,1427.05,285.41271763721113,BENIGN
192.168.25.10,10.0.118.208,1167,53,TCP,725.3860487733828,49,25,28696,14640,59741.98162934143,102.01464465043534,9.80251417261328,3.4238628230688275,1,0,1,0,49,0,585.6216216216217,117.12693700129272,BENIGN
192.168.89.47,10.0.150.203,54688,143,UDP,959.1531797042976,78,2,86017,2205,91979.05179983705,83.40690693916443,11.98941474630372,5.255992801161715,1,2,1,4,78,0,1102.775,220.55895463913544,BENIGN
192.168.140.43,10.0.189.31,10330,80,ICMP,901.0599347947774,77,17,98347,21712,133241.969112015,104.3215843587687,9.585743987178484,3.1698230196147064,1,1,1,2,77,1,1277.223404255319,255.44705107530177,BENIGN
192.168.129.65,10.0.249.191,49641,110,UDP,32.74670587296712,58,20,23707,8174,973563.573804174,2381.9189723260115,0.41982956247393743,0.06141288976311138,0,0,0,4,58,0,408.7307692307692,81.7483166680291,BENIGN
192.168.227.115,10.0.100.189,22995,21,TCP,598.9668607096828,82,30,8235,3013,18779.002208357342,186.98864218847996,5.347918399193596,0.9941858722234529,0,2,1,0,82,1,100.42857142857143,20.08669136575304,BruteForce
192.168.20.210,10.0.10.25,60353,25,TCP,806.1194747175035,80,6,40121,3009,53503.235379736325,106.6839379238888,9.373482264157017,1.023186171364653,0,1,0,1,80,1,501.51162790697674,100.30384874895732,BENIGN
192.168.165.49,10.0.241.120,27179,53,TCP,449.98440137852396,8,2,11409,2852,31692.209677294435,22.222992551219715,44.9984401378524,7.516885321826679,0,2,0,4,8,1,1426.1,285.23313951333176,BENIGN
192.168.19.47,10.0.136.23,2676,5900,UDP,127.24377180505813,90,4,35567,1580,291935.70320212207,738.739497159918,1.3536571468623206,0.3255512042308872,1,1,0,4,90,0,395.1808510638298,79.0394174695366,BENIGN
192.168.191.226,10.0.52.249,54437,53,UDP,620.6892418021112,66,50,89821,68046,254341.44716549048,186.88901335425956,5.350769325880268,1.8365720576957132,1,1,0,2,66,0,1360.9224137931035,272.1849840519271,BENIGN
192.168.48.226,10.0.10.99,39370,995,TCP,131.37076285306702,25,9,33836,12181,350283.4192374158,258.80948897303466,3.863845966266677,0.9127097121874472,0,0,0,2,25,1,1353.4411764705883,270.69544657468487,BENIGN
192.168.151.111,10.0.60.73,3799,53,TCP,7652.122004228916,847,505,146901,0,19197.41999916046,176.68301671782316,4.55654259257333,0.9988701364095764,0,1,0,3,847,0,108.65458579881657,164.62248934051706,DataExfiltration
192.168.70.169,10.0.231.196,51980,21,UDP,724.6144783116124,42,31,19223,14188,46108.65639594903,100.74322579103527,9.92622573029606,1.3327278214920903,0,2,0,0,42,0,457.6849315068493,91.53894343597625,BENIGN
192.168.76.55,10.0.213.56,40643,53,ICMP,457.4311836655296,64,29,39575,17932,125717.27082351409,203.30926994256023,4.918614878123974,1.8476699872289792,1,0,1,3,64,0,618.3548387096774,123.67382871920725,BENIGN
192.168.180.253,10.0.126.177,57380,5900,ICMP,978.2424478580317,23,21,7904,7217,15457.313300101703,44.978624773789754,22.232782905864358,5.958483681218249,0,0,0,3,23,0,343.65909090909093,68.73894853577126,BENIGN
192.168.57.87,10.0.133.55,58428,53,UDP,828.0970295907672,54,23,6465,2753,11131.54578583067,92.98427267400321,10.754506877802172,3.3838303474032387,1,0,1,0,54,1,119.71428571428571,23.94707861154957,BENIGN
192.168.38.211,10.0.188.71,32504,25,ICMP,989.4616798340913,9,7,5376,4181,9658.78739397212,16.170408946693932,61.84135498963071,18.290014552977865,1,0,0,3,9,1,597.3125,119.48539782572102,BENIGN
192.168.182.8,10.0.27.27,50401,110,UDP,308.7527310605368,48,11,38143,8741,151849.6689533979,191.09142710200655,5.233097136619268,1.0475861239728617,1,1,1,4,48,0,794.6440677966102,158.93140286809188,BENIGN
192.168.62.46,10.0.87.99,59174,3389,ICMP,3.055200527609629,9031,0,5765389,0,1887073842.747339,2955943.4539197995,0.0023191577512280113,0.0002697505271399693,1,9031,0,0,4130,0,638.3998449784077,279.19561938082893,DDoS
192.168.62.18,10.0.127.109,45158,53,ICMP,627.6897612796066,70,53,18223,13797,51012.461848547784,195.95667730703866,5.103168790891111,2.228922615927683,0,2,1,2,70,1,260.3252032520325,52.06663777445938,BENIGN
192.168.54.26,10.0.213.94,58843,80,UDP,6.974185528384015,1171,0,1185302,0,169955616.34774086,167904.91093679462,0.0017801619438705693,0.00028146924459756015,1,1171,1,1,1105,1,1012.2134927412468,214.53431408478474,DDoS
192.168.73.223,10.0.15.4,46270,995,UDP,68.3094946504038,48,42,9123,7982,250404.42895296525,1317.5328036110418,0.7589943850044867,0.23318660330436655,1,1,1,3,48,0,190.05555555555554,38.01278168310355,BENIGN
192.168.160.26,10.0.198.169,58360,21,TCP,599.7592285486669,58,4,83111,5731,148129.44223465334,103.37481617420259,9.673535944333336,2.898067331829315,1,1,0,1,58,0,1432.9354838709678,286.59246209611587,BENIGN
192.168.4.76,10.0.73.77,59183,25,ICMP,99.7744693199887,94,43,122915,56227,1795469.3341988132,1373.0967544475186,0.7282807979561219,0.3205926016247472,1,2,0,4,94,0,1307.6058394160584,261.52186036347547,BENIGN
192.168.170.137,10.0.178.27,20089,995,TCP,737.2985212342178,93,74,21586,17176,52573.006568782286,226.50255654988499,4.414961204995316,1.9195613343957652,0,0,1,4,93,1,232.10778443113773,46.42164711800841,BENIGN
192.168.147.170,10.0.35.46,6041,53,UDP,979.6670683188496,3,0,3208,0,3274.5818490204683,3.062264821403181,326.5556894396165,68.32469959056417,0,2,0,2,3,0,1069.3333333333333,213.91236275246644,BENIGN
192.168.235.65,10.0.49.175,24115,22,ICMP,620.114836861656,57,25,72992,32014,169333.15211651067,132.23357211543984,7.562376059288488,1.2007925165680664,0,2,0,3,57,0,1280.560975609756,256.1142428904447,BENIGN
192.168.48.204,10.0.228.161,8739,80,UDP,8.212751298177643,1325,0,5573826,0,678679506.7368953,161334.48486307007,0.00045765318111675194,0.00014920844540630495,0,1325,0,4,6541,0,4206.661132075472,170.42735220644568,DDoS
192.168.150.176,10.0.131.215,26452,995,TCP,520.9356360472436,83,28,5960,2010,15299.394874335685,213.07814693240414,4.693113838263456,1.9247997875843876,0,1,1,2,83,0,71.8018018018018,14.363433279853533,BENIGN
192.168.228.168,10.0.51.123,15364,21,TCP,775.6341050779022,80,40,22336,11168,43195.625077155375,154.7121242018459,6.463617542315851,1.3021409328833105,1,1,0,2,80,1,279.2,55.84059584021764,BENIGN
192.168.77.251,10.0.26.214,9236,5900,UDP,7.28266904630784,5549,0,1424977,0,195666862.0994707,761945.9245938447,0.0005511229220222881,0.00010345575495413499,1,5549,0,2,6102,0,256.79888268156424,46.705254485086925,DDoS
192.168.7.155,10.0.92.214,35341,110,UDP,233.41289302411832,52,28,49915,26877,328996.3934942752,342.74027866889804,2.917661162801479,1.1370912966058409,0,2,1,4,52,0,959.9,191.98288418295857,BENIGN
192.168.57.127,10.0.214.201,47388,995,TCP,393.3380125281448,35,21,28455,17073,115747.77557697223,142.37118767155258,7.023893080859729,3.1870958318896796,1,2,1,2,35,1,813.0,162.60334653446208,BENIGN
192.168.161.66,10.0.30.239,33299,80,TCP,591.7098477743215,37,18,41990,20427,105485.82254423774,92.95096271741794,10.758360868624028,3.550562124219102,1,1,1,4,37,0,1134.8545454545454,226.97472831328628,BENIGN
192.168.128.251,10.0.55.231,42857,143,ICMP,418.2908584060029,80,6,36558,2741,93951.37189887011,205.59856442410316,4.863847190767475,1.6464289575233857,0,2,0,3,80,0,456.9651162790698,91.39698574944265,BENIGN
192.168.140.250,10.0.99.125,61095,995,TCP,441.8330624133186,42,12,56819,16234,165340.7275611747,122.21810587249576,8.18209374839479,2.248291629720934,1,0,0,4,42,1,1352.8333333333333,270.5702203466355,BENIGN
192.168.153.93,10.0.146.128,22381,80,ICMP,856.4679675862144,54,32,53241,31550,99000.78369418376,100.41239515632324,9.958929855653656,1.6397525960964687,1,1,0,0,54,0,985.9418604651163,197.19148877551146,BENIGN
192.168.80.178,10.0.234.124,5494,110,UDP,868.0503762255021,95,55,76417,44241,138998.84534887347,172.80103103259646,5.787002508170014,2.1223583032282978,1,2,1,4,95,1,804.3866666666667,160.8791794079607,BENIGN
192.168.222.195,10.0.156.131,30956,143,ICMP,513.3841584632905,14,5,5516,1970,14581.67315175403,37.00932272018789,27.020218866488975,6.724503011858829,1,2,1,3,14,0,394.0,78.80623564907602,BENIGN
192.168.145.22,10.0.98.248,35564,995,ICMP,241.1585139806134,58,25,80190,34564,475844.6969416349,344.17196652104235,2.9055242648266675,1.2665949213256458,0,0,0,1,58,0,1382.578313253012,276.5182656931856,BENIGN
192.168.80.135,10.0.4.219,7987,993,ICMP,661.9294748933062,31,26,6340,5317,17610.637450279646,86.11189282542162,11.612797805145723,2.0363505896851204,0,0,0,4,31,1,204.50877192982455,40.904531180164454,BENIGN
192.168.189.75,10.0.183.75,53772,21,UDP,519.23941404591,169,41,202504,49128,484616.52407948993,404.4377108503405,2.472568638313857,0.6545205946244342,1,2,1,4,169,0,1198.247619047619,239.65012043946217,BruteForce
192.168.201.213,10.0.216.226,47061,22,UDP,337.50366135924213,9,3,12442,4147,49152.05936786122,35.555169836297225,28.125305113270176,11.357925328585875,0,2,1,3,9,1,1382.4166666666667,276.5093374916611,BENIGN
192.168.204.8,10.0.72.178,64347,3389,ICMP,821.6192872818566,44,39,43028,38138,98787.84645930055,101.0200238538544,9.89902755761273,1.114971602988384,1,0,0,0,44,1,977.9036144578313,195.58276766893246,BENIGN
192.168.138.175,10.0.75.14,37413,993,TCP,478.80538384353196,96,53,112122,61901,363452.4712380191,311.19115412597677,3.213458951970013,0.3339161500723092,1,2,1,2,96,1,1167.9395973154362,233.58907270311727,BENIGN
192.168.208.214,10.0.204.208,1842,143,TCP,285.90140941403774,41,28,35582,24300,209449.82440880474,241.34193721331164,4.143498687159967,0.9583996813056863,1,0,1,3,41,1,867.8550724637681,173.57333141002832,BENIGN
192.168.85.128,10.0.140.249,7612,110,ICMP,731.090144015749,58,20,25077,8647,46128.37455961316,106.68998978916578,9.372950564304475,1.6799987839355623,1,0,0,2,58,0,432.35897435897436,86.47543393398797,BENIGN
192.168.222.173,10.0.224.156,45972,53,TCP,383.4159656719514,90,22,90995,22243,295339.81403603265,292.11094484215243,3.4233568363567093,1.0725396129232296,0,1,0,4,90,0,1011.0535714285714,202.21149275362922,BENIGN
192.168.252.9,10.0.24.15,18083,80,UDP,907.908041919627,59,28,61143,29017,99305.21136190296,95.82468265844673,10.435724619765827,4.307669332547223,0,2,0,4,59,0,1036.3218390804598,207.26494837157117,BENIGN
192.168.158.172,10.0.238.202,55606,53,UDP,359.97965152527144,80,23,46880,13478,167670.58844647702,286.12728403835666,3.4949480730608875,1.6094364599528812,0,0,0,3,80,0,586.0,117.2013521564534,BENIGN
192.168.98.75,10.0.34.161,50969,443,TCP,257.8613854946958,47,20,68181,29013,376923.43820125517,259.82951992390576,3.848677395443221,1.1255467693293124,0,0,1,1,47,0,1450.6567164179105,290.1355917929136,BENIGN
192.168.86.209,10.0.215.118,21091,993,UDP,922.1267533249802,61,22,52695,19004,77753.95274182172,90.00931780877282,11.109960883433496,5.4409898278540165,0,1,0,4,61,0,863.843373493976,172.77235477313056,BENIGN
192.168.113.32,10.0.21.196,25003,443,ICMP,11.70692484634291,71,21,9494,2808,1050831.0390190114,7858.596617602751,0.12724918311242292,0.023994610372913755,0,0,0,1,71,0,133.7173913043478,26.743682694385498,Malware
192.168.79.93,10.0.4.82,46833,443,TCP,474.6021878437498,18,8,8167,3630,24856.606863944442,54.78272259579177,18.253930301682683,7.090225639661545,0,1,1,1,18,0,453.7307692307692,90.75494422008249,BENIGN
192.168.76.186,10.0.78.134,41536,5900,TCP,93.61900841166485,21,14,12449,8299,221621.65944725834,373.85570082196074,2.674828811761853,0.30466308910950757,0,1,0,0,21,0,592.8,118.56723746783874,Malware
192.168.153.194,10.0.10.56,59165,22,TCP,310.2180886700414,84,76,87971,79592,540145.8074813482,515.7661846410945,1.938863054187759,0.8318011338176536,1,2,1,4,84,0,1047.26875,209.45479275747414,BENIGN
192.168.186.133,10.0.105.155,18459,25,ICMP,8011.845490435933,326,147,980425,0,122371.93055836803,59.03758385813099,19.934696617033545,5.166699038981308,1,1,1,3,326,0,2072.7801268498943,24.854566977134926,DataExfiltration
192.168.137.169,10.0.129.130,50747,25,UDP,864.7957317482773,82,51,106463,66215,199674.8985461722,153.79354351243876,6.502223546979528,3.1372505323707287,0,0,1,0,82,1,1298.3308270676691,259.6671345290028,BENIGN
192.168.22.152,10.0.40.109,21577,53,TCP,4.659110271149419,5122,0,1063332,0,228226407.64363632,1099351.5289210756,0.0011734559764648774,0.0002756306851133286,0,5122,0,1,2787,1,207.60093713393206,76.3066011017251,DDoS
192.168.120.254,10.0.24.162,17053,22,UDP,388.2859211556438,17,6,12829,4528,44701.59502137208,59.23469986124088,16.881996571984512,2.1261429210953895,1,1,0,3,17,1,754.6521739130435,150.93541397529475,BENIGN
192.168.99.147,10.0.48.208,2178,5900,UDP,555.6456107878629,60,48,24677,19742,79941.24157125485,194.36849298038055,5.144866766554286,1.663424850834618,1,2,0,0,60,0,411.287037037037,82.25997794660974,BENIGN
192.168.79.2,10.0.233.127,11718,22,ICMP,983.9470092022598,41,22,51669,27725,80689.3046652676,64.02783829901325,15.618206495273965,3.1796269781784523,0,1,0,4,41,1,1260.2222222222222,252.04744060387532,BENIGN
192.168.32.34,10.0.92.95,8263,22,TCP,849.7977432867341,17,13,6093,4659,12652.422396904529,35.30251784850594,28.326591442891136,5.945545292578799,1,1,0,0,17,1,358.4,71.68901834707395,BENIGN
192.168.250.222,10.0.95.40,1207,21,UDP,74.27478997606148,52,35,37522,25255,845199.293329982,1171.3260990443703,0.8537332181156493,0.3218961633977539,0,0,1,3,52,0,721.5747126436781,144.31593933604987,Malware
192.168.69.251,10.0.162.167,62074,443,UDP,490.20477764640555,441,143,362935,117686,980449.4405533548,1191.3388580256776,0.839391742545215,0.31477260612755387,1,2,0,1,441,0,822.9811643835617,164.59664789432588,BruteForce
192.168.123.229,10.0.82.144,55683,110,UDP,7.833907400215188,14,10,14680,10485,3212317.776351141,3063.6052705117177,0.3264128083422995,0.049850655836338305,0,1,0,0,14,0,1048.5416666666667,209.71918238896524,BENIGN
192.168.95.162,10.0.64.157,8834,53,ICMP,477.73749277574154,374,292,25108,19603,93589.05398071434,1394.0710328812986,0.7173235627263387,0.26338306238265413,0,0,1,1,374,1,67.13363363363364,13.427271941996038,BruteForce
192.168.57.211,10.0.12.210,9744,993,TCP,130.0945763026466,30,11,38323,14051,402584.03915440186,315.15533671918274,3.173038446406015,0.6621042141240734,1,1,0,1,30,1,1277.4146341463415,255.48751451113887,BENIGN
192.168.135.61,10.0.107.54,27735,53,UDP,499.9323380969685,37,14,5768,2182,15902.151939725076,102.01380489634954,9.802594864646442,4.058657414640742,1,0,0,3,37,1,155.88235294117646,31.18262274599593,BENIGN
192.168.141.228,10.0.163.236,47093,143,UDP,405.2403834116592,52,47,64639,58424,303679.0138335935,244.29944312690054,4.093337206178376,1.5129094763965365,1,0,1,3,52,0,1243.060606060606,248.61370556589483,BENIGN
192.168.184.18,10.0.155.28,5585,995,ICMP,57.00940485823366,343,0,240221,121802,6350232.929114929,6016.5511436743545,0.05919979736057493,0.012525876608107984,0,343,1,4,639,1,1055.460641399417,75.1867612761906,PortScan
192.168.8.26,10.0.113.232,12614,143,ICMP,644.8258068439126,76,65,41250,35280,118683.21519973682,218.66370499363506,4.573232672651862,1.4242475398372314,1,2,0,2,76,1,542.7659574468086,108.55458292409654,BENIGN
192.168.168.52,10.0.144.13,38257,21,ICMP,522.7210167947495,53,43,76855,62354,266316.05680140754,183.65437186485875,5.445010591611974,2.3784308838899664,1,1,0,2,53,0,1450.09375,290.0203256882291,BENIGN
192.168.70.160,10.0.240.11,28809,53,UDP,139.39127121082987,245,105,135607,58117,1389785.7327593467,2510.9176274791525,0.39826077488808537,0.09537593814959976,1,0,0,1,245,0,553.4971428571429,110.69974216850656,BruteForce
192.168.209.64,10.0.238.187,22001,5900,ICMP,133.13644638338323,74,62,74632,62530,1030236.3006221803,1021.5084125677412,0.9789444587013473,0.3332113466980532,0,2,1,2,74,1,1008.5441176470588,201.71021807589074,BENIGN
192.168.70.154,10.0.130.59,8927,80,TCP,712.796479047639,360,212,233887,137733,521354.98830818885,802.473099704763,1.2461476906427256,0.5210328147731272,0,0,0,4,360,0,649.6853146853147,129.93739934971035,BruteForce
192.168.50.171,10.0.75.237,41154,443,ICMP,195.8139714581772,47,27,55713,32005,447965.9921444124,377.9097040366461,2.646134749434827,0.9023000167476946,1,2,1,2,47,1,1185.3783783783783,237.08003915408517,BENIGN
192.168.65.145,10.0.233.158,34228,143,UDP,233.1519387329918,39,2,47494,2435,214147.9083181858,175.8509932313008,5.6866326520241905,1.4901313492517954,0,1,0,4,39,0,1217.780487804878,243.56024387486528,BENIGN
192.168.167.142,10.0.223.122,10372,110,TCP,293.9175609263665,25,19,25743,19564,154148.66623553162,149.70184109217982,6.679944566508329,2.7556001795226437,0,0,0,1,25,1,1029.7045454545455,205.94730058532542,BENIGN
192.168.172.142,10.0.15.16,64001,22,UDP,654.806698253977,456,280,612045,375817,1508631.482594948,1123.995832606054,0.8896830139320339,0.11627351719647154,1,1,0,3,456,1,1342.203804347826,268.44106714817724,BruteForce
192.168.157.84,10.0.70.8,35868,80,ICMP,88.56218635845862,16,2,21502,2687,273130.1133656994,203.24701478285957,4.920121464358812,1.121841454195792,0,2,0,0,16,1,1343.8333333333333,268.7865888666778,BENIGN
192.168.185.111,10.0.205.143,25114,3389,ICMP,8.345691509872552,88,30,100449,34244,16139225.831755783,14139.032081453248,0.07072619923620807,0.02127289621524233,1,0,1,1,88,1,1141.4661016949153,228.29499881549137,BENIGN
192.168.53.110,10.0.9.203,28246,110,TCP,377.8043794911375,8,7,9416,8239,46730.53293818196,39.70308660848085,25.186958632742503,3.0836914246187606,1,1,1,4,8,1,1177.0,235.4219535236524,BruteForce
192.168.150.106,10.0.146.175,37072,3389,TCP,4.42135127761903,9875,0,6247493,0,1413027965.3699846,2233480.0788137894,0.000821655222063435,0.00018450282543666508,0,9875,0,1,8993,0,632.6575189873417,138.94125873963438,DDoS
